Trade DATE,Symbol,Close
4/17/2018,XOP,151.56
4/18/2018,XOP,156.24
4/19/2018,XOP,155.92
4/20/2018,XOP,155.44
4/23/2018,XOP,156.48
4/24/2018,XOP,154.56
4/25/2018,XOP,156.48
4/26/2018,XOP,158.6
4/27/2018,XOP,155.72
4/30/2018,XOP,157.52
5/1/2018,XOP,156.8
5/2/2018,XOP,158.24
5/3/2018,XOP,155.56
5/4/2018,XOP,158.44
5/7/2018,XOP,159.4
5/8/2018,XOP,162.68
5/9/2018,XOP,165.56
5/10/2018,XOP,166.32
5/11/2018,XOP,165.08
5/14/2018,XOP,167.16
5/15/2018,XOP,167.8
5/16/2018,XOP,168.92
5/17/2018,XOP,174.08
5/18/2018,XOP,172.64
5/21/2018,XOP,176.88
5/22/2018,XOP,172.32
5/23/2018,XOP,171.36
5/24/2018,XOP,168.84
5/25/2018,XOP,163.52
5/29/2018,XOP,164.24
5/30/2018,XOP,170.32
5/31/2018,XOP,169
6/1/2018,XOP,168.6
6/4/2018,XOP,164.68
6/5/2018,XOP,164.28
6/6/2018,XOP,164.68
6/7/2018,XOP,168.84
6/8/2018,XOP,168.16
6/11/2018,XOP,169.36
6/12/2018,XOP,168.72
6/13/2018,XOP,168.64
6/14/2018,XOP,166.8
6/15/2018,XOP,161.68
6/18/2018,XOP,165.16
6/19/2018,XOP,166.6
6/20/2018,XOP,169.44
6/21/2018,XOP,165.04
6/22/2018,XOP,170.36
6/25/2018,XOP,165.88
6/26/2018,XOP,169.84
6/27/2018,XOP,172.16
6/28/2018,XOP,171.64
6/29/2018,XOP,172.24
7/2/2018,XOP,168.96
7/3/2018,XOP,170.72
7/5/2018,XOP,170.48
7/6/2018,XOP,173.64
7/9/2018,XOP,178.08
7/10/2018,XOP,177.8
7/11/2018,XOP,173.12
7/12/2018,XOP,172.68
7/13/2018,XOP,172.76
7/16/2018,XOP,169.28
7/17/2018,XOP,169.36
7/18/2018,XOP,169.8
7/19/2018,XOP,170.68
7/20/2018,XOP,170
7/23/2018,XOP,169.2
7/24/2018,XOP,170.76
7/25/2018,XOP,171.96
7/26/2018,XOP,172.52
7/27/2018,XOP,169
7/30/2018,XOP,172.04
7/31/2018,XOP,172.08
8/1/2018,XOP,169.36
8/2/2018,XOP,169.88
8/3/2018,XOP,168
8/6/2018,XOP,169.12
8/7/2018,XOP,169.44
8/8/2018,XOP,166.8
8/9/2018,XOP,165.24
8/10/2018,XOP,166.84
8/13/2018,XOP,162.68
8/14/2018,XOP,164.04
8/15/2018,XOP,156.4
8/16/2018,XOP,157.88
8/17/2018,XOP,158.8
8/20/2018,XOP,160.44
8/21/2018,XOP,163.48
8/22/2018,XOP,166.8
8/23/2018,XOP,166.04
8/24/2018,XOP,168.2
8/27/2018,XOP,168.6
8/28/2018,XOP,167.44
8/29/2018,XOP,169.56
8/30/2018,XOP,170.48
8/31/2018,XOP,169.36
9/4/2018,XOP,167.44
9/5/2018,XOP,166.36
9/6/2018,XOP,161.52
9/7/2018,XOP,159.8
9/10/2018,XOP,160.08
9/11/2018,XOP,163.16
9/12/2018,XOP,165.32
9/13/2018,XOP,164.56
9/14/2018,XOP,165.32
9/17/2018,XOP,164.96
9/18/2018,XOP,167.2
9/19/2018,XOP,169
9/20/2018,XOP,168.52
9/21/2018,XOP,169.96
9/24/2018,XOP,173.48
9/25/2018,XOP,174.32
9/26/2018,XOP,171.28
9/27/2018,XOP,172.8
9/28/2018,XOP,173.16
10/1/2018,XOP,174.96
10/2/2018,XOP,174.04
10/3/2018,XOP,178.28
10/4/2018,XOP,175.44
10/5/2018,XOP,174.6
10/8/2018,XOP,173.52
10/9/2018,XOP,175.8
10/10/2018,XOP,167.84
10/11/2018,XOP,162.6
10/12/2018,XOP,164.68
10/15/2018,XOP,165.12
10/16/2018,XOP,167.52
10/17/2018,XOP,164.6
10/18/2018,XOP,161.96
10/19/2018,XOP,160
10/22/2018,XOP,157.44
10/23/2018,XOP,151.88
10/24/2018,XOP,142.72
10/25/2018,XOP,145.32
10/26/2018,XOP,143.68
10/29/2018,XOP,138.44
10/30/2018,XOP,141.4
10/31/2018,XOP,144.28
11/1/2018,XOP,147.12
11/2/2018,XOP,144.72
11/5/2018,XOP,148.8
11/6/2018,XOP,147.48
11/7/2018,XOP,151.28
11/8/2018,XOP,145.64
11/9/2018,XOP,145.56
11/12/2018,XOP,140.52
11/13/2018,XOP,137.8
11/14/2018,XOP,137.12
11/15/2018,XOP,139.16
11/16/2018,XOP,139
11/19/2018,XOP,138.24
11/20/2018,XOP,131.64
11/21/2018,XOP,134.8
11/23/2018,XOP,130
11/26/2018,XOP,132.04
11/27/2018,XOP,130.36
11/28/2018,XOP,132.24
11/29/2018,XOP,133.08
11/30/2018,XOP,131.24
12/3/2018,XOP,135.48
12/4/2018,XOP,130.88
12/6/2018,XOP,126.72
12/7/2018,XOP,126.16
12/10/2018,XOP,122.08
12/11/2018,XOP,121.84
12/12/2018,XOP,122.52
12/13/2018,XOP,121.76
12/14/2018,XOP,116.36
12/17/2018,XOP,112.88
12/18/2018,XOP,109.64
12/19/2018,XOP,108.16
12/20/2018,XOP,104.08
12/21/2018,XOP,101.4
12/24/2018,XOP,96.48
12/26/2018,XOP,106.6
12/27/2018,XOP,107
12/28/2018,XOP,105.48
