Trade DATE,Symbol,Close
8/31/2018,AMZN,2012.71
9/4/2018,AMZN,2039.51
9/5/2018,AMZN,1994.82
9/6/2018,AMZN,1958.31
9/7/2018,AMZN,1952.07
9/10/2018,AMZN,1939.01
9/11/2018,AMZN,1987.15
9/12/2018,AMZN,1990
9/13/2018,AMZN,1989.87
9/14/2018,AMZN,1970.19
9/17/2018,AMZN,1908.03
9/18/2018,AMZN,1941.05
9/19/2018,AMZN,1926.42
9/20/2018,AMZN,1944.3
9/21/2018,AMZN,1915.01
9/24/2018,AMZN,1934.36
9/25/2018,AMZN,1974.55
9/26/2018,AMZN,1974.85
9/27/2018,AMZN,2012.98
9/28/2018,AMZN,2003
10/1/2018,AMZN,2004.36
10/2/2018,AMZN,1971.31
10/3/2018,AMZN,1952.76
10/4/2018,AMZN,1909.42
10/5/2018,AMZN,1889.65
10/8/2018,AMZN,1864.42
10/9/2018,AMZN,1870.32
10/10/2018,AMZN,1755.25
10/11/2018,AMZN,1719.36
10/12/2018,AMZN,1788.61
10/15/2018,AMZN,1760.95
10/16/2018,AMZN,1819.96
10/17/2018,AMZN,1831.73
10/18/2018,AMZN,1770.72
10/19/2018,AMZN,1764.03
10/22/2018,AMZN,1789.3
10/23/2018,AMZN,1768.7
10/24/2018,AMZN,1664.2
10/25/2018,AMZN,1782.17
10/26/2018,AMZN,1642.81
10/29/2018,AMZN,1538.88
10/30/2018,AMZN,1530.42
10/31/2018,AMZN,1598.01
11/1/2018,AMZN,1665.53
11/2/2018,AMZN,1665.53
11/5/2018,AMZN,1627.8
11/6/2018,AMZN,1642.81
11/7/2018,AMZN,1755.49
11/8/2018,AMZN,1754.91
11/9/2018,AMZN,1712.43
11/12/2018,AMZN,1636.85
11/13/2018,AMZN,1631.17
11/14/2018,AMZN,1599.01
11/15/2018,AMZN,1619.44
11/16/2018,AMZN,1593.41
11/19/2018,AMZN,1512.29
11/20/2018,AMZN,1495.46
11/21/2018,AMZN,1516.73
11/23/2018,AMZN,1502.06
11/26/2018,AMZN,1581.33
11/27/2018,AMZN,1581.42
11/28/2018,AMZN,1677.75
11/29/2018,AMZN,1673.57
11/30/2018,AMZN,1690.17
12/3/2018,AMZN,1772.36
12/4/2018,AMZN,1668.4
12/6/2018,AMZN,1699.19
12/7/2018,AMZN,1629.13
12/10/2018,AMZN,1641.03
12/11/2018,AMZN,1643.24
12/12/2018,AMZN,1663.54
12/13/2018,AMZN,1658.38
12/14/2018,AMZN,1591.91
12/17/2018,AMZN,1520.91
12/18/2018,AMZN,1551.48
12/19/2018,AMZN,1495.08
12/20/2018,AMZN,1460.83
12/21/2018,AMZN,1377.45
12/24/2018,AMZN,1343.96
12/26/2018,AMZN,1470.9
12/27/2018,AMZN,1461.64
12/28/2018,AMZN,1478.02
